run_id,condition_1,condition_2,condition_3,condition_4,condition_5
457,"(850.0, 3.0, 0.0001, 15, 100.0)","(800.0, 2.8, 0.0002, 12, 120.0)","(750.0, 2.5, 0.0003, 9, 140.0)","(700.0, 2.2, 0.0004, 6, 160.0)","(650.0, 2.0, 0.0005, 3, 180.0)"
458,"(800.0, 2.5, 0.002, 7, 60.0)","(780.0, 2.3, 0.0025, 6, 65.0)","(760.0, 2.1, 0.003, 5, 70.0)","(740.0, 1.9, 0.0035, 4, 75.0)","(720.0, 1.7, 0.004, 3, 80.0)"
459,"(800.0, 3.5, 0.005, 10, 50.0)","(750.0, 3.0, 0.004, 8, 60.0)","(700.0, 2.5, 0.003, 6, 70.0)","(650.0, 2.0, 0.002, 5, 80.0)","(600.0, 1.5, 0.001, 4, 90.0)"
460,"(750.0, 3.0, 0.001, 5, 50.0)","(720.0, 2.8, 0.0005, 4, 60.0)","(680.0, 2.5, 0.0001, 3, 70.0)","(650.0, 2.2, 0.0002, 2, 80.0)","(600.0, 2.0, 0.0003, 1, 90.0)"
461,"(700.0, 1.5, 0.0001, 5, 50.0)","(680.0, 1.6, 0.00012, 5, 48.0)","(660.0, 1.7, 0.00014, 6, 46.0)","(640.0, 1.8, 0.00016, 7, 44.0)","(620.0, 1.9, 0.00018, 8, 42.0)"
462,"(800.0, 3.0, 0.005, 10, 200.0)","(750.0, 2.8, 0.006, 9, 180.0)","(700.0, 2.5, 0.007, 8, 160.0)","(650.0, 2.2, 0.008, 7, 140.0)","(600.0, 2.0, 0.009, 6, 120.0)"
463,"(850.0, 3.5, 0.01, 10, 100.0)","(800.0, 3.0, 0.005, 8, 80.0)","(750.0, 2.5, 0.01, 6, 60.0)","(700.0, 1.8, 0.003, 4, 40.0)","(650.0, 1.5, 0.01, 3, 20.0)"
464,"(750.0, 2.0, 0.0005, 10, 200.0)","(730.0, 1.8, 0.0006, 9, 190.0)","(710.0, 1.6, 0.0007, 8, 180.0)","(690.0, 1.4, 0.0008, 7, 170.0)","(670.0, 1.2, 0.0009, 6, 160.0)"
465,"(800.0, 3.0, 0.01, 10, 100.0)","(750.0, 2.8, 0.001, 9, 120.0)","(700.0, 2.5, 0.0001, 8, 140.0)","(650.0, 2.2, 1e-05, 7, 160.0)","(600.0, 2.0, 1e-06, 6, 180.0)"
466,"(800.0, 3.0, 0.01, 10, 150.0)","(780.0, 2.8, 0.015, 9, 140.0)","(760.0, 2.6, 0.02, 8, 130.0)","(740.0, 2.4, 0.025, 7, 120.0)","(720.0, 2.2, 0.03, 6, 110.0)"
467,"(750.0, 2.0, 0.005, 10, 100.0)","(700.0, 1.8, 0.007, 8, 120.0)","(650.0, 1.6, 0.009, 6, 140.0)","(600.0, 1.4, 0.011, 4, 160.0)","(550.0, 1.2, 0.013, 2, 180.0)"
468,"(800.0, 3.0, 0.0001, 5, 100.0)","(780.0, 2.8, 0.00015, 6, 120.0)","(760.0, 2.6, 0.0002, 7, 140.0)","(740.0, 2.4, 0.00025, 8, 160.0)","(720.0, 2.2, 0.0003, 9, 180.0)"
469,"(750.0, 0.8, 0.001, 1, 100.0)","(700.0, 0.75, 0.0005, 2, 95.0)","(650.0, 0.7, 0.0003, 3, 90.0)","(600.0, 0.65, 0.0002, 4, 85.0)","(550.0, 0.6, 0.0001, 5, 80.0)"
470,"(700.0, 1.5, 0.005, 10, 150.0)","(650.0, 1.4, 0.006, 8, 180.0)","(600.0, 1.3, 0.007, 6, 210.0)","(550.0, 1.2, 0.008, 4, 240.0)","(500.0, 1.1, 0.009, 2, 270.0)"
471,"(800.0, 2.0, 0.01, 5, 50.0)","(750.0, 2.5, 0.008, 6, 60.0)","(700.0, 3.0, 0.006, 7, 70.0)","(650.0, 3.5, 0.004, 8, 80.0)","(600.0, 4.0, 0.002, 9, 90.0)"
472,"(750.0, 2.0, 0.005, 5, 50.0)","(700.0, 1.8, 0.01, 5, 60.0)","(650.0, 1.5, 0.02, 10, 70.0)","(600.0, 1.3, 0.03, 15, 80.0)","(550.0, 1.0, 0.04, 15, 90.0)"
473,"(850.0, 2.5, 0.001, 10, 400.0)","(800.0, 2.0, 0.0005, 8, 350.0)","(750.0, 1.8, 0.0003, 6, 300.0)","(700.0, 1.5, 0.0001, 4, 250.0)","(650.0, 1.2, 5e-05, 2, 200.0)"
474,"(850.0, 3.5, 0.001, 8, 50.0)","(800.0, 3.0, 0.002, 7, 60.0)","(750.0, 2.5, 0.003, 6, 70.0)","(700.0, 2.0, 0.004, 5, 80.0)","(650.0, 1.5, 0.005, 4, 90.0)"
475,"(800.0, 4.0, 0.005, 10, 150.0)","(750.0, 3.5, 0.004, 9, 140.0)","(700.0, 3.0, 0.003, 8, 130.0)","(650.0, 2.5, 0.002, 7, 120.0)","(600.0, 2.0, 0.001, 6, 110.0)"
476,"(800.0, 3.0, 0.02, 5, 300.0)","(750.0, 2.5, 0.015, 4, 250.0)","(700.0, 2.0, 0.01, 3, 200.0)","(650.0, 1.8, 0.008, 2, 150.0)","(600.0, 1.5, 0.005, 1, 100.0)"
477,"(750.0, 3.0, 0.05, 10, 100.0)","(700.0, 2.8, 0.04, 8, 90.0)","(650.0, 2.5, 0.03, 6, 80.0)","(600.0, 2.2, 0.02, 4, 70.0)","(550.0, 2.0, 0.01, 2, 60.0)"
478,"(700.0, 2.5, 0.02, 5, 50.0)","(680.0, 2.0, 0.015, 4, 60.0)","(660.0, 1.8, 0.01, 3, 70.0)","(640.0, 1.5, 0.008, 2, 80.0)","(620.0, 1.2, 0.005, 1, 90.0)"
479,"(750.0, 1.5, 0.001, 5, 50.0)","(700.0, 1.6, 0.001, 6, 60.0)","(650.0, 1.7, 0.001, 7, 70.0)","(600.0, 1.8, 0.001, 8, 80.0)","(550.0, 1.9, 0.001, 9, 90.0)"
480,"(850.0, 4.0, 0.1, 10, 100.0)","(800.0, 3.5, 0.01, 8, 90.0)","(750.0, 3.0, 0.001, 6, 80.0)","(700.0, 2.5, 0.0001, 4, 70.0)","(650.0, 2.0, 1e-05, 2, 60.0)"
481,"(850.0, 2.5, 0.001, 10, 200.0)","(800.0, 2.0, 0.002, 8, 180.0)","(750.0, 1.8, 0.003, 6, 160.0)","(700.0, 1.5, 0.004, 4, 140.0)","(650.0, 1.3, 0.005, 2, 120.0)"
482,"(750.0, 3.0, 0.0005, 10, 50.0)","(725.0, 2.8, 0.0006, 9, 55.0)","(700.0, 2.6, 0.0007, 8, 60.0)","(675.0, 2.4, 0.0008, 7, 65.0)","(650.0, 2.2, 0.0009, 6, 70.0)"
483,"(700.0, 2.0, 0.001, 5, 50.0)","(750.0, 1.8, 0.002, 4, 60.0)","(650.0, 1.5, 0.003, 3, 70.0)","(600.0, 1.3, 0.004, 2, 80.0)","(550.0, 1.0, 0.005, 1, 90.0)"
484,"(700.0, 2.5, 0.01, 10, 50.0)","(680.0, 2.4, 0.012, 9, 55.0)","(660.0, 2.3, 0.014, 8, 60.0)","(640.0, 2.2, 0.016, 7, 65.0)","(620.0, 2.0, 0.018, 6, 70.0)"
485,"(750.0, 3.0, 0.001, 10, 100.0)","(700.0, 2.5, 0.0015, 8, 120.0)","(650.0, 2.0, 0.002, 6, 140.0)","(600.0, 1.5, 0.0025, 4, 160.0)","(550.0, 1.0, 0.003, 2, 180.0)"
486,"(800.0, 2.5, 0.01, 10, 100.0)","(780.0, 2.3, 0.012, 9, 95.0)","(760.0, 2.1, 0.014, 8, 90.0)","(740.0, 1.9, 0.016, 7, 85.0)","(720.0, 1.7, 0.018, 6, 80.0)"
487,"(750.0, 2.5, 0.005, 10, 100.0)","(720.0, 2.3, 0.006, 9, 110.0)","(690.0, 2.0, 0.007, 8, 120.0)","(660.0, 1.7, 0.008, 7, 130.0)","(630.0, 1.5, 0.009, 6, 140.0)"
488,"(750.0, 1.8, 0.01, 5, 50.0)","(700.0, 2.0, 0.012, 5, 60.0)","(650.0, 2.2, 0.014, 6, 70.0)","(600.0, 2.4, 0.016, 7, 80.0)","(550.0, 2.6, 0.018, 8, 90.0)"
489,"(850.0, 4.5, 0.0005, 10, 250.0)","(800.0, 4.0, 0.0006, 9, 240.0)","(750.0, 3.5, 0.0007, 8, 230.0)","(700.0, 3.0, 0.0008, 7, 220.0)","(650.0, 2.5, 0.0009, 6, 210.0)"
490,"(850.0, 3.0, 0.025, 10, 100.0)","(800.0, 2.8, 0.03, 12, 90.0)","(750.0, 2.5, 0.035, 14, 80.0)","(700.0, 2.0, 0.04, 13, 70.0)","(650.0, 1.5, 0.045, 15, 60.0)"
491,"(750.0, 3.0, 0.02, 10, 50.0)","(700.0, 2.5, 0.015, 8, 60.0)","(650.0, 2.0, 0.01, 6, 70.0)","(600.0, 1.8, 0.008, 4, 80.0)","(550.0, 1.5, 0.006, 2, 90.0)"
493,"(750.0, 1.5, 0.001, 5, 100.0)","(700.0, 1.8, 0.002, 4, 90.0)","(650.0, 2.0, 0.003, 3, 80.0)","(600.0, 2.5, 0.004, 2, 70.0)","(550.0, 3.0, 0.005, 1, 60.0)"
494,"(800.0, 3.0, 0.0001, 10, 50.0)","(750.0, 2.5, 0.0005, 8, 60.0)","(700.0, 2.0, 0.001, 6, 70.0)","(650.0, 1.5, 0.002, 4, 80.0)","(600.0, 1.0, 0.003, 2, 90.0)"
495,"(700.0, 3.0, 0.005, 5, 100.0)","(650.0, 2.8, 0.006, 4, 120.0)","(600.0, 2.6, 0.007, 3, 140.0)","(550.0, 2.4, 0.008, 2, 160.0)","(500.0, 2.0, 0.01, 1, 180.0)"
496,"(700.0, 2.0, 0.01, 5, 30.0)","(650.0, 1.8, 0.02, 4, 40.0)","(600.0, 1.5, 0.03, 3, 50.0)","(550.0, 1.3, 0.04, 2, 60.0)","(500.0, 1.0, 0.05, 1, 70.0)"
497,"(800.0, 3.5, 0.01, 10, 100.0)","(750.0, 3.0, 0.015, 8, 120.0)","(700.0, 2.8, 0.02, 6, 140.0)","(650.0, 2.5, 0.025, 4, 160.0)","(600.0, 2.2, 0.03, 2, 180.0)"
498,"(800.0, 2.0, 0.005, 5, 50.0)","(750.0, 2.5, 0.004, 4, 60.0)","(700.0, 3.0, 0.003, 3, 70.0)","(650.0, 3.5, 0.002, 2, 80.0)","(600.0, 4.0, 0.001, 1, 90.0)"
499,"(700.0, 2.5, 0.01, 10, 100.0)","(720.0, 2.3, 0.012, 8, 120.0)","(680.0, 2.0, 0.015, 6, 140.0)","(650.0, 1.8, 0.02, 4, 160.0)","(600.0, 1.5, 0.03, 2, 180.0)"
500,"(800.0, 2.5, 0.001, 10, 200.0)","(780.0, 2.2, 0.002, 9, 190.0)","(760.0, 2.0, 0.003, 8, 180.0)","(740.0, 1.8, 0.004, 7, 170.0)","(720.0, 1.5, 0.005, 6, 160.0)"
501,"(750.0, 1.5, 0.0001, 5, 100.0)","(740.0, 1.6, 0.00015, 5, 90.0)","(730.0, 1.4, 0.0002, 4, 110.0)","(720.0, 1.3, 0.0003, 4, 80.0)","(710.0, 1.2, 0.0004, 3, 120.0)"
502,"(800.0, 3.0, 0.05, 10, 100.0)","(780.0, 2.8, 0.045, 8, 90.0)","(760.0, 2.6, 0.04, 6, 80.0)","(740.0, 2.4, 0.035, 5, 70.0)","(720.0, 2.2, 0.03, 4, 60.0)"
503,"(850.0, 2.0, 0.02, 5, 50.0)","(800.0, 1.8, 0.03, 4, 60.0)","(750.0, 1.5, 0.04, 3, 70.0)","(700.0, 1.3, 0.05, 2, 80.0)","(650.0, 1.0, 0.06, 1, 90.0)"
504,"(750.0, 3.5, 0.001, 10, 80.0)","(700.0, 3.0, 0.0005, 8, 90.0)","(650.0, 2.5, 0.0003, 5, 100.0)","(600.0, 2.0, 0.001, 3, 110.0)","(550.0, 1.5, 0.01, 2, 120.0)"
505,"(700.0, 2.0, 0.001, 5, 50.0)","(650.0, 1.8, 0.0015, 4, 60.0)","(600.0, 1.6, 0.002, 3, 70.0)","(550.0, 1.4, 0.0025, 2, 80.0)","(500.0, 1.2, 0.003, 1, 90.0)"
506,"(750.0, 2.5, 0.005, 8, 40.0)","(700.0, 2.2, 0.006, 7, 45.0)","(650.0, 1.9, 0.007, 6, 50.0)","(600.0, 1.6, 0.008, 5, 55.0)","(550.0, 1.3, 0.009, 4, 60.0)"
508,"(850.0, 3.5, 0.005, 10, 250.0)","(800.0, 3.0, 0.004, 8, 200.0)","(750.0, 2.5, 0.003, 6, 150.0)","(700.0, 2.0, 0.002, 4, 100.0)","(650.0, 1.5, 0.001, 2, 50.0)"
509,"(700.0, 2.5, 0.001, 10, 100.0)","(650.0, 2.0, 0.0015, 8, 150.0)","(600.0, 1.8, 0.002, 6, 200.0)","(550.0, 1.5, 0.0025, 4, 250.0)","(500.0, 1.2, 0.003, 2, 300.0)"
510,"(800.0, 4.0, 0.1, 10, 50.0)","(750.0, 3.5, 0.09, 8, 60.0)","(700.0, 3.0, 0.08, 6, 70.0)","(650.0, 2.5, 0.07, 4, 80.0)","(600.0, 2.0, 0.06, 2, 90.0)"
511,"(750.0, 3.0, 0.001, 10, 100.0)","(700.0, 2.5, 0.002, 8, 90.0)","(650.0, 2.0, 0.003, 6, 80.0)","(600.0, 1.8, 0.004, 4, 70.0)","(550.0, 1.5, 0.005, 2, 60.0)"
512,"(750.0, 2.5, 0.005, 10, 100.0)","(720.0, 2.2, 0.004, 8, 120.0)","(680.0, 1.8, 0.003, 6, 140.0)","(650.0, 1.5, 0.002, 5, 160.0)","(620.0, 1.2, 0.001, 4, 180.0)"
513,"(800.0, 2.5, 0.001, 10, 50.0)","(750.0, 3.0, 0.01, 12, 60.0)","(700.0, 3.5, 0.1, 13, 70.0)","(650.0, 4.0, 0.2, 14, 80.0)","(600.0, 4.5, 0.3, 15, 90.0)"
514,"(700.0, 2.5, 0.001, 5, 50.0)","(680.0, 2.0, 0.0012, 5, 60.0)","(650.0, 1.8, 0.0015, 4, 70.0)","(620.0, 1.5, 0.002, 3, 80.0)","(600.0, 1.2, 0.003, 2, 90.0)"
515,"(700.0, 2.5, 0.01, 5, 100.0)","(680.0, 2.2, 0.02, 6, 120.0)","(650.0, 2.0, 0.03, 7, 140.0)","(630.0, 1.8, 0.04, 8, 160.0)","(600.0, 1.5, 0.05, 9, 180.0)"
516,"(750.0, 2.5, 0.01, 5, 50.0)","(720.0, 2.3, 0.015, 4, 55.0)","(700.0, 2.0, 0.02, 3, 60.0)","(680.0, 1.8, 0.025, 2, 65.0)","(650.0, 1.5, 0.03, 1, 70.0)"
517,"(750.0, 2.5, 0.001, 10, 40.0)","(700.0, 2.3, 0.002, 9, 45.0)","(650.0, 2.0, 0.003, 8, 50.0)","(600.0, 1.8, 0.004, 7, 55.0)","(550.0, 1.5, 0.005, 6, 60.0)"
518,"(800.0, 3.0, 0.002, 10, 50.0)","(750.0, 2.8, 0.003, 9, 55.0)","(700.0, 2.5, 0.004, 8, 60.0)","(650.0, 2.2, 0.005, 7, 65.0)","(600.0, 2.0, 0.006, 6, 70.0)"
519,"(750.0, 2.5, 0.001, 10, 30.0)","(700.0, 2.0, 0.0005, 8, 40.0)","(650.0, 1.8, 0.0008, 6, 50.0)","(600.0, 1.5, 0.001, 4, 60.0)","(550.0, 1.2, 0.0012, 2, 70.0)"
520,"(650.0, 1.5, 0.001, 5, 50.0)","(640.0, 1.4, 0.002, 4, 60.0)","(630.0, 1.3, 0.003, 3, 70.0)","(620.0, 1.2, 0.004, 2, 80.0)","(610.0, 1.1, 0.005, 1, 90.0)"
521,"(800.0, 3.0, 0.05, 5, 50.0)","(780.0, 2.8, 0.06, 4, 55.0)","(760.0, 2.6, 0.07, 3, 60.0)","(740.0, 2.4, 0.08, 2, 65.0)","(720.0, 2.2, 0.09, 1, 70.0)"
522,"(750.0, 2.5, 0.01, 10, 300.0)","(700.0, 2.0, 0.02, 8, 250.0)","(650.0, 1.8, 0.03, 6, 200.0)","(600.0, 1.5, 0.04, 4, 150.0)","(550.0, 1.0, 0.05, 2, 100.0)"
523,"(800.0, 3.0, 0.005, 10, 200.0)","(750.0, 2.5, 0.003, 8, 150.0)","(700.0, 2.0, 0.02, 6, 100.0)","(650.0, 1.5, 0.05, 4, 70.0)","(600.0, 1.0, 0.1, 2, 50.0)"
524,"(750.0, 3.0, 0.001, 10, 100.0)","(720.0, 2.5, 0.0005, 8, 120.0)","(680.0, 2.0, 0.01, 6, 150.0)","(650.0, 1.8, 0.02, 4, 200.0)","(620.0, 1.5, 0.03, 3, 250.0)"
525,"(750.0, 3.0, 0.005, 5, 50.0)","(700.0, 2.5, 0.003, 4, 60.0)","(650.0, 2.0, 0.002, 6, 70.0)","(600.0, 1.8, 0.001, 7, 80.0)","(550.0, 1.5, 0.0005, 10, 90.0)"
526,"(800.0, 2.0, 0.001, 10, 100.0)","(750.0, 1.8, 0.002, 8, 80.0)","(700.0, 1.5, 0.003, 6, 60.0)","(650.0, 1.3, 0.004, 4, 40.0)","(600.0, 1.0, 0.005, 2, 20.0)"
527,"(850.0, 3.5, 0.005, 5, 50.0)","(800.0, 3.0, 0.006, 4, 60.0)","(750.0, 2.5, 0.007, 3, 70.0)","(700.0, 2.0, 0.008, 2, 80.0)","(650.0, 1.5, 0.009, 1, 90.0)"
528,"(700.0, 3.0, 0.0001, 10, 100.0)","(680.0, 2.8, 0.0005, 9, 95.0)","(650.0, 2.5, 0.001, 8, 90.0)","(620.0, 2.2, 0.002, 7, 85.0)","(600.0, 2.0, 0.005, 6, 80.0)"
529,"(800.0, 2.5, 0.001, 5, 50.0)","(750.0, 2.0, 0.0015, 6, 60.0)","(700.0, 1.8, 0.002, 7, 70.0)","(650.0, 1.5, 0.0025, 8, 80.0)","(600.0, 1.3, 0.003, 9, 90.0)"
530,"(750.0, 1.5, 0.001, 5, 50.0)","(700.0, 1.8, 0.002, 4, 60.0)","(650.0, 2.0, 0.003, 3, 70.0)","(600.0, 2.5, 0.004, 2, 80.0)","(550.0, 3.0, 0.005, 1, 90.0)"
531,"(800.0, 3.0, 0.001, 10, 100.0)","(750.0, 2.5, 0.002, 9, 95.0)","(700.0, 2.0, 0.003, 8, 90.0)","(650.0, 1.8, 0.004, 7, 85.0)","(600.0, 1.5, 0.005, 6, 80.0)"
532,"(750.0, 3.0, 0.001, 10, 40.0)","(725.0, 2.8, 0.0015, 8, 45.0)","(700.0, 2.5, 0.002, 6, 50.0)","(675.0, 2.2, 0.0025, 5, 55.0)","(650.0, 2.0, 0.003, 4, 60.0)"
533,"(750.0, 3.0, 0.001, 10, 100.0)","(700.0, 2.5, 0.002, 8, 80.0)","(650.0, 2.0, 0.003, 6, 60.0)","(600.0, 1.5, 0.004, 4, 40.0)","(550.0, 1.0, 0.005, 2, 20.0)"
534,"(850.0, 4.0, 0.01, 10, 100.0)","(800.0, 3.5, 0.015, 8, 120.0)","(750.0, 3.0, 0.02, 6, 150.0)","(700.0, 2.5, 0.025, 4, 200.0)","(650.0, 2.0, 0.03, 2, 250.0)"
535,"(750.0, 3.0, 0.001, 10, 100.0)","(700.0, 2.8, 0.01, 9, 80.0)","(680.0, 2.5, 0.02, 8, 60.0)","(650.0, 2.2, 0.03, 7, 50.0)","(600.0, 1.8, 0.04, 6, 40.0)"
536,"(800.0, 3.0, 0.01, 10, 200.0)","(750.0, 2.5, 0.01, 12, 180.0)","(700.0, 2.0, 0.02, 8, 160.0)","(650.0, 1.8, 0.03, 14, 140.0)","(600.0, 1.5, 0.04, 15, 120.0)"
537,"(800.0, 3.5, 0.005, 10, 100.0)","(780.0, 3.2, 0.006, 9, 110.0)","(760.0, 3.0, 0.007, 8, 120.0)","(740.0, 2.8, 0.008, 7, 130.0)","(720.0, 2.5, 0.009, 6, 140.0)"
538,"(850.0, 3.5, 0.004, 5, 90.0)","(800.0, 3.0, 0.005, 5, 100.0)","(750.0, 2.5, 0.006, 5, 110.0)","(700.0, 2.0, 0.007, 5, 120.0)","(650.0, 1.8, 0.008, 5, 130.0)"
539,"(700.0, 2.5, 0.001, 5, 50.0)","(680.0, 2.3, 0.0015, 4, 60.0)","(660.0, 2.0, 0.002, 3, 70.0)","(640.0, 1.8, 0.003, 2, 80.0)","(620.0, 1.5, 0.004, 1, 90.0)"
541,"(750.0, 3.0, 0.01, 5, 100.0)","(700.0, 2.8, 0.015, 5, 110.0)","(650.0, 2.5, 0.02, 5, 120.0)","(600.0, 2.2, 0.025, 5, 130.0)","(550.0, 2.0, 0.03, 5, 140.0)"
542,"(800.0, 3.0, 0.005, 10, 150.0)","(780.0, 2.5, 0.004, 8, 140.0)","(750.0, 2.0, 0.003, 6, 130.0)","(720.0, 1.8, 0.002, 5, 120.0)","(700.0, 1.5, 0.001, 4, 110.0)"
543,"(800.0, 2.5, 0.05, 10, 100.0)","(780.0, 2.4, 0.045, 9, 95.0)","(760.0, 2.3, 0.04, 8, 90.0)","(740.0, 2.2, 0.035, 7, 85.0)","(720.0, 2.1, 0.03, 6, 80.0)"
544,"(750.0, 2.0, 0.005, 10, 50.0)","(700.0, 1.8, 0.006, 9, 60.0)","(650.0, 1.6, 0.007, 8, 70.0)","(600.0, 1.4, 0.008, 7, 80.0)","(550.0, 1.2, 0.009, 6, 90.0)"
545,"(700.0, 1.8, 0.001, 6, 80.0)","(680.0, 1.6, 0.0015, 5, 75.0)","(660.0, 1.4, 0.002, 4, 70.0)","(640.0, 1.2, 0.0025, 3, 65.0)","(620.0, 1.0, 0.003, 2, 60.0)"
546,"(850.0, 3.5, 0.05, 8, 200.0)","(800.0, 3.0, 0.04, 10, 180.0)","(750.0, 2.5, 0.03, 12, 160.0)","(700.0, 2.0, 0.02, 14, 140.0)","(650.0, 1.8, 0.01, 15, 120.0)"
547,"(750.0, 3.5, 0.5, 10, 150.0)","(700.0, 3.0, 0.4, 8, 140.0)","(650.0, 2.5, 0.3, 6, 130.0)","(600.0, 2.0, 0.2, 4, 120.0)","(550.0, 1.5, 0.1, 2, 110.0)"
548,"(800.0, 3.0, 0.001, 10, 100.0)","(780.0, 2.8, 0.0005, 9, 110.0)","(750.0, 2.5, 0.001, 8, 120.0)","(730.0, 2.0, 0.0002, 7, 130.0)","(700.0, 1.8, 1e-05, 6, 150.0)"
549,"(800.0, 3.0, 0.01, 10, 100.0)","(750.0, 2.8, 0.012, 8, 120.0)","(700.0, 2.5, 0.014, 6, 140.0)","(650.0, 2.2, 0.016, 4, 160.0)","(600.0, 2.0, 0.018, 2, 180.0)"
550,"(750.0, 2.0, 0.0001, 5, 50.0)","(700.0, 1.8, 0.0002, 4, 60.0)","(650.0, 1.5, 0.0003, 3, 70.0)","(600.0, 1.3, 0.0004, 2, 80.0)","(550.0, 1.0, 0.0005, 1, 90.0)"
551,"(750.0, 2.5, 0.001, 5, 100.0)","(700.0, 2.0, 0.0008, 4, 80.0)","(650.0, 1.8, 0.0005, 3, 60.0)","(600.0, 1.5, 0.0003, 2, 40.0)","(550.0, 1.2, 0.0002, 1, 20.0)"
552,"(750.0, 2.5, 0.1, 10, 50.0)","(700.0, 2.0, 0.05, 10, 60.0)","(650.0, 1.8, 0.03, 8, 70.0)","(600.0, 1.5, 0.02, 5, 80.0)","(550.0, 1.0, 0.01, 3, 90.0)"
553,"(800.0, 4.5, 0.01, 10, 50.0)","(750.0, 4.0, 0.015, 9, 60.0)","(700.0, 3.5, 0.02, 8, 70.0)","(650.0, 3.0, 0.025, 7, 80.0)","(600.0, 2.5, 0.03, 6, 90.0)"
554,"(750.0, 3.0, 0.01, 5, 50.0)","(720.0, 2.5, 0.005, 4, 60.0)","(680.0, 2.0, 0.1, 3, 70.0)","(650.0, 1.8, 0.02, 4, 80.0)","(600.0, 1.5, 0.03, 2, 90.0)"
555,"(750.0, 3.0, 0.002, 5, 50.0)","(700.0, 2.8, 0.005, 4, 60.0)","(650.0, 2.5, 0.008, 3, 70.0)","(600.0, 2.2, 0.01, 2, 80.0)","(550.0, 2.0, 0.015, 1, 90.0)"
556,"(800.0, 2.5, 0.05, 10, 50.0)","(750.0, 2.0, 0.06, 8, 55.0)","(700.0, 1.8, 0.07, 7, 60.0)","(650.0, 1.5, 0.08, 6, 65.0)","(600.0, 1.3, 0.09, 5, 70.0)"
557,"(850.0, 3.5, 0.0001, 10, 100.0)","(800.0, 3.0, 0.0002, 8, 120.0)","(750.0, 2.5, 0.0003, 6, 150.0)","(700.0, 2.0, 0.0004, 5, 180.0)","(650.0, 1.5, 0.0005, 3, 200.0)"
558,"(800.0, 3.0, 0.005, 5, 50.0)","(750.0, 2.5, 0.01, 4, 60.0)","(700.0, 2.0, 0.02, 3, 70.0)","(650.0, 1.8, 0.03, 2, 80.0)","(600.0, 1.5, 0.04, 1, 90.0)"
559,"(850.0, 3.0, 0.008, 4, 40.0)","(800.0, 2.5, 0.009, 5, 50.0)","(750.0, 2.0, 0.01, 6, 60.0)","(700.0, 1.8, 0.02, 7, 70.0)","(650.0, 1.5, 0.03, 8, 80.0)"
560,"(700.0, 2.0, 0.01, 10, 50.0)","(650.0, 1.8, 0.02, 8, 60.0)","(600.0, 1.5, 0.03, 6, 70.0)","(550.0, 1.3, 0.04, 4, 80.0)","(500.0, 1.0, 0.05, 2, 90.0)"
561,"(850.0, 3.5, 0.8, 10, 450.0)","(820.0, 3.0, 0.6, 8, 400.0)","(780.0, 2.5, 0.4, 6, 350.0)","(700.0, 1.8, 0.2, 4, 300.0)","(650.0, 1.5, 0.1, 2, 250.0)"
562,"(750.0, 2.5, 0.01, 5, 50.0)","(720.0, 2.0, 0.008, 4, 60.0)","(690.0, 1.8, 0.006, 3, 70.0)","(660.0, 1.5, 0.004, 2, 80.0)","(630.0, 1.2, 0.002, 1, 90.0)"
563,"(850.0, 3.5, 0.001, 10, 150.0)","(800.0, 3.0, 0.002, 8, 120.0)","(750.0, 2.5, 0.003, 7, 100.0)","(700.0, 2.0, 0.004, 6, 80.0)","(650.0, 1.5, 0.005, 5, 60.0)"
564,"(850.0, 3.0, 0.1, 10, 100.0)","(800.0, 2.5, 0.2, 9, 95.0)","(750.0, 2.0, 0.3, 8, 90.0)","(700.0, 1.5, 0.4, 7, 85.0)","(650.0, 1.0, 0.5, 6, 80.0)"
565,"(800.0, 3.0, 0.005, 10, 100.0)","(750.0, 3.5, 0.006, 12, 120.0)","(700.0, 2.5, 0.007, 13, 130.0)","(650.0, 2.0, 0.008, 14, 140.0)","(600.0, 1.5, 0.009, 15, 150.0)"
566,"(700.0, 2.5, 0.001, 5, 100.0)","(680.0, 2.3, 0.0015, 4, 120.0)","(660.0, 2.0, 0.002, 3, 140.0)","(640.0, 1.8, 0.0025, 2, 160.0)","(620.0, 1.5, 0.003, 1, 180.0)"
567,"(800.0, 1.5, 0.005, 10, 100.0)","(750.0, 1.2, 0.006, 8, 120.0)","(700.0, 1.0, 0.007, 6, 150.0)","(650.0, 0.8, 0.008, 4, 200.0)","(600.0, 0.5, 0.01, 2, 300.0)"
568,"(700.0, 2.5, 0.002, 10, 100.0)","(680.0, 2.3, 0.003, 9, 95.0)","(660.0, 2.1, 0.004, 8, 90.0)","(640.0, 1.9, 0.005, 7, 85.0)","(620.0, 1.7, 0.006, 6, 80.0)"
570,"(750.0, 2.0, 0.02, 5, 50.0)","(700.0, 1.8, 0.03, 4, 60.0)","(650.0, 1.6, 0.04, 3, 70.0)","(600.0, 1.4, 0.05, 2, 80.0)","(550.0, 1.2, 0.06, 1, 90.0)"
571,"(750.0, 2.5, 0.001, 10, 100.0)","(720.0, 2.3, 0.0015, 8, 120.0)","(690.0, 2.0, 0.002, 6, 140.0)","(660.0, 1.8, 0.0025, 4, 160.0)","(630.0, 1.5, 0.003, 2, 180.0)"
